Headline,Clickbait,Outlet
Another One: Kamala Harris’ National Security Advisor Resigns,Yes,The Gateway Pundit
China Eastern Plane Goes Down with Reportedly 132 People on Board in Mountainous Region in Southern China,Yes,The Gateway Pundit
Russian Accusations: Pentagon Reportedly Spent $200 Million on Bioresearch in Ukraine at Numerous Facilities,Yes,The Gateway Pundit
Update: Rafael Nadal After Complaining of Breathing Problems Following Tennis Match – “It Feels like Needles – When I Try to Breathe It’s Painful” (VIDEO),Yes,The Gateway Pundit
China’s Evergrande and Its Units Suspend Trading in Hong Kong,Yes,The Gateway Pundit
Your Tax Dollars at Work: Ukrainian Officials Keep Getting Caught Fleeing Country with Suitcases Full of Cash and Euros,Yes,The Gateway Pundit
"Pope Francis Issues New Decree Allowing Any Baptized Lay Catholic, Including Women, Can Lead Vatican Departments",Yes,The Gateway Pundit
Kid Rock: ‘I Am Uncancelable’ ‘Because I Don’t Give A F*ck’ — Crowd Roars as Tucker Carlson Is Given Shout Out at Concert,Yes,The Gateway Pundit
Salvadoran President Nayib Bukele Breaks the Silence and Points Out the Obvious on Biden Regime: The USA “Can’t Be Destroyed So Quickly Unless the Enemy Is From Within”,Yes,The Gateway Pundit
New South Wales Supreme Court Orders Re-vote After Online Voting System Crashes in December Local Election,Yes,The Gateway Pundit
More… Bloomberg News Offers Tips For Americans Struggling With Inflation: Let Your Pets Die,Yes,The Gateway Pundit
Biden to Travel to Poland Friday to Discuss Ukraine Refugee Crisis with President Andrzej Duda,Yes,The Gateway Pundit
Michigan Coach Shows His Real Self After NCAA Basketball Game with Tennessee,Yes,The Gateway Pundit
Trump: “When I Was in the White House We Had Peace Through Strength… They Didn’t F*ck Around with Us” (VIDEO),Yes,The Gateway Pundit
"California police search for shooters who killed 6, hurt 12",No,Associated Press
Senate panel to vote on Jackson nomination to Supreme Court,No,Associated Press
Jury deliberations underway in Michigan Gov. Whitmer plot,No,Associated Press
"Parkland, Florida, school shooter’s jury selection to begin",No,Associated Press
"Across US, faith groups mobilize to aid Ukrainian refugees",No,Associated Press
Battle heats up over remaining federal rental assistance,No,Associated Press
States look for solutions as US fentanyl deaths keep rising,No,Associated Press
Applebee’s franchisee worker fired over leaked email,No,Associated Press
Missouri regulates boarding schools after abuse allegations,No,Associated Press
"Tribes seek more inclusion, action from US officials",No,Associated Press
Lawyers hope new evidence can stop Texas woman’s execution,No,Associated Press
Missing hiker’s body found in LA park with dog by his side,No,Associated Press
"Civilian Army leader led child porn ring, risked US security",No,Associated Press
NY bail law fight emblematic of Democrats’ debate on crime,No,Associated Press
Black Democrats try to revive party in Trump territory,No,Associated Press
Video contrasts police depiction of stun gun on Black man,No,Associated Press
Parkland shooter’s lawyers face tough task in jury selection,No,Associated Press
Westward Ho! Maine potatoes travel far after western drought,No,Associated Press
Including young kids likely to sink Kansas trans sports ban,No,Associated Press
Cuomo files suit against NY ethics board over book profits,No,Associated Press
Report criticizes Virginia’s response to snowy I-95 gridlock,No,Associated Press
Will Smith’s slap sparks debate on defense of Black women,No,Associated Press
Jury gets case of 4 men charged in Gov. Whitmer kidnap plot,No,Associated Press
New Mexico launches cannabis sales within Texans’ reach,No,Associated Press
Alaska Airlines cancels 9% of its flights over staffing woes,No,Associated Press
Officer killed in Pennsylvania was 1 month from retirement,No,Associated Press
Judge upholds Ghislaine Maxwell’s sex trafficking conviction,No,Associated Press
COVID-19 asylum limits at US-Mexico border to end May 23,No,Associated Press
Iowa court upholds gender identity discrimination case,No,Associated Press
African refugees see racial bias as US welcomes Ukrainians,No,Associated Press
NY mobster who killed 3 escapes federal custody in Florida,No,Associated Press
Census records from 1950 could solve some family mysteries,No,Associated Press
Russia faces growing outrage amid new evidence of atrocities,No,Associated Press
"Ukrainian refugees find jobs, kindness, as they settle in",No,Associated Press
Live updates | UN rights chief urges inquiry of Ukraine dead,No,Associated Press
Hong Kong leader Lam won’t seek new term after rocky 5 years,No,Associated Press
"Hungary’s Orban popular at home, isolated abroad after win",No,Associated Press
China sends in military to help with Shanghai virus outbreak,No,Associated Press
UN panel to release report on efforts to curb climate change,No,Associated Press
Early tally confirms win for Serbia’s populist leader,No,Associated Press
Drug shortages persist in Russia after start of Ukraine war,No,Associated Press
Serbia’s populist president projected to win reelection,No,Associated Press
Hungary’s pro-Putin PM Orban claims victory in national vote,No,Associated Press
AP PHOTOS on Day 39: Horrific findings after Russian retreat,No,Associated Press
"Sri Lanka’s sports minister quits, Cabinet offers to resign",No,Associated Press
Pope still working on meeting Russian Orthodox patriarch,No,Associated Press
Man in Germany gets 90 COVID-19 shots to sell forged passes,No,Associated Press
Pakistan in political turmoil as leader dissolves parliament,No,Associated Press
"Taliban clamp down on drugs, announce ban on poppy harvest",No,Associated Press
"Lithuania cuts off Russian gas imports, urges EU to do same",No,Associated Press
Talks on new UN climate report going down to the wire,No,Associated Press
Shanghai lockdown triggers complaints as COVID cases rise,No,Associated Press
French far-right leader Le Pen softens image for election,No,Associated Press
Secret intelligence has unusually public role in Ukraine war,No,Associated Press
"In war-torn Syria, a charity offers hope to kids with cancer",No,Associated Press
Kim’s sister enraged by Seoul’s preemptive strike comments,No,Associated Press
Live updates | Zelenskyy: Troops shell retreating Russians,No,Associated Press
Opposition vows end to Orban’s autocratic rule in Hungary,No,Associated Press
Macron holds 1st big rally; Rivals stir up ‘McKinsey Affair’,No,Associated Press
"Pope blasts Russia’s ‘infantile’ war, EU-Libya deal in Malta",No,Associated Press
Sri Lankan president declares curfew to preempt protests,No,Associated Press
Ex-UN prosecutor urges global arrest warrant for Putin,No,Associated Press
UK hits record COVID-19 levels; nearly 5 million infected,No,Associated Press
EXPLAINER: What’s next for Europe’s natural gas during war?,No,Associated Press
AP PHOTOS: Ukraine volunteer fighters come from near and far,No,Associated Press
Fossil fuel backers overshadow climate change talks in Dubai,No,Associated Press
"West, Russia mull nuclear steps in a ‘more dangerous’ world",No,Associated Press
Russia aims Ukraine disinformation at Spanish speakers,No,Associated Press
"Jan. 6 panel puts Garland in ‘precarious’ spot, ups pressure",No,Associated Press
House panel’s possible options for alleging Trump 1/6 crimes,No,Associated Press
Palin joins 50 others in running for Alaska US House seat,No,Associated Press
Greene sues to stop challenge to her reelection eligibility,No,Associated Press
"Federal tax probe into Biden’s son, Hunter, moves forward",No,Associated Press
Vulnerable Democrats warn Biden about reopening asylum,No,Associated Press
Psaki won’t confirm she’s leaving White House for MSNBC,No,Associated Press
"3 Army soldiers, 9 others accused in gun trafficking ring",No,Associated Press
Lamb revives gun incident to attack Fetterman in Senate race,No,Associated Press
US man abducted in Afghanistan appears in newly posted video,No,Associated Press
Man who parked weapons near Capitol on 1/6 gets prison,No,Associated Press
US sanctions North Korea firms over recent missile tests,No,Associated Press
House passes $35-a-month insulin cap as Dems seek wider bill,No,Associated Press
Bargainers: Bipartisan deal near on trimmed $10B COVID bill,No,Associated Press
White House hosts transgender ‘Jeopardy!’ star Amy Schneider,No,Associated Press
AP FACT CHECK: Biden overpromises on green energy savings,No,Associated Press
NC Sen. Tillis joins Republicans supporting Cawthorn rival,No,Associated Press
Trump’s 8-hour gap: Minute-by-minute during Jan. 6 riot,No,Associated Press
"Taraji P. Henson, Chris Paul named to Black colleges board",No,Associated Press
COVID pandemic’s end may bring turbulence for US health care,No,Associated Press
Judge strikes down parts of Florida election law; cites race,No,Associated Press
Biden oil move aims to cut gas prices ‘fairly significantly’,No,Associated Press
"Estelle Harris, ‘Seinfeld’ and ‘Toy Story’ actor, dies at 93",No,Associated Press
Live updates | US urges Russia’s ouster from UN rights body,No,Associated Press
Monday trial for man accused in LSU basketball star’s death,No,Associated Press
Memphis street being renamed for member of The Bar-Kays,No,Associated Press
John Legend honored at Grammys’ Black Music Collective event,No,Associated Press
"Ginobili, Hardaway, Karl among 2022 Hall of Fame class",No,Associated Press
Fashion photographer Patrick Demarchelier dies at age 78,No,Associated Press
Friday Sports in Brief,No,Associated Press
Generations sing to Joni Mitchell in pre-Grammys tribute,No,Associated Press
Will Smith resigns from film academy over Chris Rock slap,No,Associated Press
"Hope Solo arrested on DWI, child abuse charges",No,Associated Press
"Georgia Senate seeks gradual tax cut, ditches film tax limit",No,Associated Press
¡Americano! A real Dreamer story debuts off-Broadway,No,Associated Press
Grammy nominee Lewis Black ‘still learning’ the comedy craft,No,Associated Press
Loss of namesake bar and grill hits tiny Alabama community,No,Associated Press
‘Jackass’ star Knoxville trades stunts for WrestleMania bout,No,Associated Press
"Robert Glasper talks ‘Black Radio III,’ reclaiming jazz",No,Associated Press
"Richard Howard, acclaimed poet-translator, dies at 92",No,Associated Press
NOT REAL NEWS: A look at what didn’t happen this week,No,Associated Press
"Moment of silence, music part of museum’s MLK tribute",No,Associated Press
David Hyde Pierce shines behind the chef star in ‘Julia’,No,Associated Press
Staley wary equity strides for women’s tourney will continue,No,Associated Press
Nebraska governor hopeful Thibodeau announces running mate,No,Associated Press
"Suddenly, Tesla’s Elon Musk is Twitter’s biggest stakeholder",No,Associated Press
Starbucks halts stock buybacks as Schultz pivots to workers,No,Associated Press
Turkey’s inflation hits 61% climbing to new 20-year high,No,Associated Press
World shares mixed as calls mount for more Russia sanctions,No,Associated Press
Sri Lanka opposition rejects proposed unity government,No,Associated Press
Mississippi city considers cameras to nab uninsured drivers,No,Associated Press
Kimberly Palmer: Spring-clean finances with some automation,No,Associated Press
Chicago police fatally shoot man who wounded 2 people,No,Associated Press
Renovated campground damaged by severe flooding reopens,No,Associated Press
West Virginia lawsuit against opioid makers set to start,No,Associated Press
Commodities Trade Conducts as Usual in Shanghai Lockdown,No,Associated Press
"Taxes, voting, abortion loom on Georgia session’s last day",No,Associated Press
"This Week: Trade balance, Fed minutes, consumer borrowing",No,Associated Press
"Today in History: April 4, Martin Luther King assassinated",No,Associated Press
"Spaun takes Texas Open for 1st PGA win, 1st trip to Masters",No,Associated Press
Entergy: $86M in upgrades in part of Lafourche Parish,No,Associated Press
Police: 3 men wounded after shooting in downtown Albuquerque,No,Associated Press
2 injured in US naval submarine accident in Washington state,No,Associated Press
Copper theft could delay opening of Arkansas hospital,No,Associated Press
Iowa to kill 52K more hens and turkeys because of bird flu,No,Associated Press
Arizona robbery suspect fatally shot by Oklahoma troopers,No,Associated Press
Brain condition sidelining Bruce Willis has many causes,No,Associated Press
"Twinkle, twinkle giant star, astronomers see how far you are",No,Associated Press
"Q&A: Richard Linklater on time, nostalgia & ‘Apollo 10 1/2’",No,Associated Press
Who really needs a second COVID booster? Here’s what to know,No,Associated Press
Into the wild: Animals the latest frontier in COVID fight,No,Associated Press
Review: Linklater charmingly chronicles life in 1969 Houston,No,Associated Press
Negative response to Indigenous references in math standards,No,Associated Press
Celebrities: Monkeys near Florida airport delight visitors,No,Associated Press
"For climate migrants in Bangladesh, town offers new life",No,Associated Press
Alabama lawmakers OK math initiative for elementary students,No,Associated Press
"US opens second COVID boosters to 50 and up, others at risk",No,Associated Press
Pennsylvania bill targets transgender girls in school sports,No,Associated Press
Advocates: Nations must move faster to protect biodiversity,No,Associated Press
UN nuclear watchdog chief in Ukraine to talk safety support,No,Associated Press
"2 people, dog rescued from river as storm douses California",No,Associated Press
"As Russia sees tech brain drain, other nations hope to gain",No,Associated Press
"How China’s TikTok, Facebook influencers push propaganda",No,Associated Press
Satellite modems nexus of worst cyberattack of Ukraine war,No,Associated Press
Facebook resorts to old smear tactics against TikTok,No,Associated Press
Energy agency: ‘Radical action’ needed to hit climate goals,No,Associated Press
"Penumbra Introduces Next Generation REAL® y-Series™, Expanding Virtual Reality Healthcare Platform",No,Associated Press
Thoughtworks Technology Radar Reveals Greater Business Focus on Software Supply Chain Innovation,No,Associated Press
Asian stocks fall after Wall St breaks 4-day winning streak,No,Associated Press
UK spy chief warns Russia looking for cyber targets,No,Associated Press
Biden eyes boost to mining of minerals for electric vehicles,No,Associated Press
Rubio urges more attention to China’s rise in Latin America,No,Associated Press
"Amazon, union organizers face off again in Alabama",No,Associated Press
Waymo to expand autonomous vehicle rides to San Francisco,No,Associated Press
US investigating autonomous vehicle company’s crash report,No,Associated Press
S. Korea conducts rocket launch days after North’s ICBM test,No,Associated Press
Asian stocks rise as Ukraine peace talks appear to progress,No,Associated Press
Vietnamese carmaker to build electric vehicles in N Carolina,No,Associated Press
Adverum Biotechnologies: Q4 Earnings Snapshot,No,Associated Press
Accused stalker of Apple CEO Tim Cook agrees to stay away,No,Associated Press
Progress Software: Fiscal Q1 Earnings Snapshot,No,Associated Press
Cyberattack targets Connecticut airport website,No,Associated Press
"With war next door, EU is warned on cybersecurity gaps",No,Associated Press
AG sees ‘risks’ to customers from costly offshore wind farm,No,Associated Press
Google chief: IT focus on reliable information for Ukraine,No,Associated Press
New technologies are used to make the progress more efficient In Pudong’s virus test.,No,Associated Press
German lawmakers seek elusive compromise on vaccine mandate,No,Associated Press
Sweden to give 4th COVID-19 shot to people over 65,No,Associated Press
"Shuttered for 2 years, Baltimore’s City Hall reopens",No,Associated Press
